New_Index,name,rental_way,size,toward,price,place
468,银园公寓,合租,4居室,南卧,1050,火车站
469,万里时代广场,整租,3室2厅,南,2400,武广新城
470,新力铂园,整租,3室2厅,南/北,4500,南郊公园
471,山水誉峰,整租,4室2厅,南,4000,桐梓坡
472,盛德碧瑞庭,合租,5居室,南卧,700,铁道学院
473,金科时代中心,整租,1室1厅,南,1100,泉塘
474,新桥小区,合租,4居室,南卧,900,马王堆
475,映客龙湖璟翠公馆,整租,3室2厅,南,3500,洋湖垸
476,百纳公寓,合租,4居室,南卧,950,马王堆
477,上林紫郡二期,整租,3室2厅,南,2600,四方坪
478,福乐凯公寓,合租,5居室,北卧,950,烈士公园
479,方略90公馆,整租,1室1厅,南/北,1200,泉塘
480,慧丰楼,合租,4居室,南卧,980,浏城桥
481,映客龙湖璟翠公馆,整租,3室2厅,南,3500,洋湖垸
482,顺天城,整租,1室0厅,东南,1208,浏城桥
483,上林紫郡二期,整租,3室2厅,南,2600,四方坪
484,天心大厦,整租,1室1厅,南,1808,浏城桥
485,方略90公馆,整租,1室1厅,南/北,1200,泉塘
486,建工集团宿舍,整租,1室1厅,LOFT,1888,浏城桥
487,澳海谷山府,整租,4室2厅,东/南,2200,金星北
488,建工集团宿舍,整租,1室0厅,东南,1388,浏城桥
489,运达中央广场,整租,3室2厅,南/北,9000,武广新城
490,浏正街136号,整租,1室1厅,东南,1988,浏城桥
491,美的麓府,整租,3室2厅,南,2800,麓谷西
492,华海3C广场,整租,1室0厅,东南,1588,火车站
493,碧桂园漓湘悦,整租,1室1厅,北,1400,泉塘
494,湘华大厦,整租,1室0厅,东南,998,晚报
495,五矿万境水岸一期,整租,2室2厅,南,2300,喜盈门
496,苹果社区,整租,3室2厅,东南,2200,汽车东站
497,长沙市国土局宿舍二院,整租,3室2厅,南,2700,晚报
498,湘华大厦,整租,1室0厅,东南,1188,晚报
499,万顺家园,整租,4室2厅,南,4000,浏城桥
500,力高凤凰新天,整租,1室1厅,南,1600,金盆岭
501,新长海D1站,整租,1室1厅,南,1750,暮云
502,省纺织宿舍(中山路),整租,1室0厅,北,1200,松桂园
503,恒大珺悦府,整租,1室1厅,南,2000,马王堆
504,省纺织宿舍(中山路),整租,1室0厅,北,1388,松桂园
505,华瑞大厦,整租,1室1厅,南,2600,火车站
506,达美溪湖湾,整租,2室1厅,南,3000,梅溪湖北岸
507,金桥国际,整租,1室1厅,南,1000,望城区
508,天佑大厦,整租,1室1厅,南,2000,晚报
509,金福苑,整租,2室2厅,南/北,3500,东塘
510,未来蜂巢,整租,3室2厅,东南,1800,泉塘
511,楚天家园,整租,2室1厅,南,2000,开元路
512,东方新城,合租,4居室,南卧,860,德政园
513,金侨风华府,整租,3室2厅,南,2500,麓谷西
514,新城新世界一期,合租,5居室,南卧,763,树木岭
515,荷花园众立小区,整租,3室2厅,南,2300,马王堆
516,富兴时代御城,整租,3室2厅,南,10000,烈士公园
517,嘉盛华庭,整租,2室2厅,南,2200,武广新城
518,德思勤城市广场,整租,2室1厅,南,2780,德思勤
519,麓谷小镇,整租,3室1厅,南/北,2600,麓谷西
520,绿地麓云国际,整租,5室2厅,南,7000,东方红
521,招商华发依云曦城,整租,3室1厅,南,2600,岳麓其他
522,万科森林公园,整租,3室2厅,南,3700,金星北
523,藏珑湖上国际花园,整租,1室1厅,东,1500,广电
524,万科森林公园,整租,4室2厅,南,4500,金星北
525,明大佳园,整租,1室0厅,北,1700,武广新城
526,保利天禧Mall,整租,1室1厅,西,1700,银盆岭
527,星典时代,整租,1室1厅,北,1700,晚报
528,保利麓谷林语F区,整租,5室2厅,复式,4000,麓谷西
529,智达佳园,整租,3室2厅,南/北,2100,岳麓其他
530,苹果社区,整租,3室1厅,南,2100,汽车东站
531,湘江豪庭,整租,4室2厅,复式,8000,开福区政府
532,卓越中寰,整租,1室0厅,南,3000,滨江新城
533,恒大雅苑,整租,3室2厅,南/北,2500,广电
534,东盈商业广场,整租,1室1厅,南,1903,马王堆
535,上城星座,整租,1室1厅,东/东南,2680,窑岭
536,梦想麓隐天境,整租,4室2厅,南,4300,麓谷西
537,碧桂园翘楚棠,整租,3室2厅,南,2100,万家丽北
538,鸿富大厦,整租,1室1厅,南,1448,浏城桥
539,双湾国际,整租,3室1厅,南/北,2400,金霞
540,明城国际中心,整租,1室1厅,南,1960,浏城桥
541,苹果社区,整租,3室2厅,南/北,1800,汽车东站
542,东方新城,合租,4居室,南卧,1000,德政园
543,中南汽车世界,整租,3室2厅,南,1500,中南汽车世界
544,东方新城,合租,4居室,南卧,860,德政园
545,苹果社区,整租,3室1厅,南/北,1800,汽车东站
546,华联花园,合租,5居室,南卧,798,晚报
547,五矿万境水岸一期,整租,3室1厅,南,2300,喜盈门
548,华联花园,合租,5居室,南卧,650,晚报
549,马王堆陶瓷建材新城,整租,3室1厅,南,1800,马王堆
550,珠江郦城薰衣道,合租,5居室,东卧,438,福元西路
551,橄榄城,整租,3室2厅,北,2100,泉塘
552,东玺门,合租,5居室,南卧,1099,马王堆
553,天麓尚层,整租,3室2厅,南,2600,雷锋大道
554,东玺门,合租,5居室,南卧,1100,马王堆
555,碧桂园星荟,整租,1室1厅,南,1500,星沙其他
556,碧桂园星荟,整租,2室1厅,南,1500,星沙其他
557,复地星光天地,整租,1室1厅,南,1800,德思勤
558,天翼花园,合租,5居室,南卧,958,高桥
559,万里时代广场,整租,3室2厅,南,2400,武广新城
560,新力铂园,整租,3室2厅,南/北,4500,南郊公园
561,山水誉峰,整租,4室2厅,南,4000,桐梓坡
562,顺天黄金海岸,合租,5居室,南卧,750,开福区政府
563,金科时代中心,整租,1室1厅,南,1100,泉塘
564,银园公寓,合租,4居室,南卧,1050,火车站
565,映客龙湖璟翠公馆,整租,3室2厅,南,3500,洋湖垸
566,盛德碧瑞庭,合租,5居室,南卧,700,铁道学院
567,上林紫郡二期,整租,3室2厅,南,2600,四方坪
568,百纳公寓,合租,4居室,南卧,950,马王堆
569,方略90公馆,整租,1室1厅,南/北,1200,泉塘
570,楚江华庭,合租,4居室,南卧,1000,河西人人乐
571,方略90公馆,整租,1室1厅,南/北,1200,泉塘
572,盛德碧瑞庭,合租,5居室,南卧,700,铁道学院
573,福晟翡翠湾,整租,2室1厅,南,3000,梅溪湖南岸
574,楚江华庭,合租,4居室,南卧,1000,河西人人乐
575,美的麓府,整租,3室2厅,南,2800,麓谷西
576,芙蓉苑,合租,4居室,南卧,1000,晚报
577,咸嘉花园,整租,3室2厅,南,2600,商学院
578,富绿新村,合租,5居室,北卧,800,南郊公园
579,澳海谷山府,整租,4室2厅,东/南,2200,金星北
580,东屯渡高层安置小区,合租,5居室,南卧,1200,芙蓉区政府
581,运达中央广场,整租,3室2厅,南/北,9000,武广新城
582,名都花园,合租,5居室,南/北卧,750,赤岗冲
583,五矿万境水岸一期,整租,2室2厅,南,2300,喜盈门
584,顺天黄金海岸,合租,5居室,南卧,1100,开福区政府
585,苹果社区,整租,3室2厅,东南,2200,汽车东站
586,碧桂园漓湘悦,整租,1室1厅,北,1400,泉塘
587,长沙市国土局宿舍二院,整租,3室2厅,南,2700,晚报
588,椰林公寓,合租,5居室,北卧,700,马王堆
589,万顺家园,整租,4室2厅,南,4000,浏城桥
590,力高凤凰新天,整租,1室1厅,南,1600,金盆岭
591,新长海D1站,整租,1室1厅,南,1750,暮云
592,瀚江府,整租,3室2厅,南,9000,北辰三角洲
593,恒大珺悦府,整租,1室1厅,南,2000,马王堆
594,华远华中心,整租,4室2厅,南,15000,五一广场
595,金桥国际,整租,1室1厅,南,1000,望城区
596,华远华中心,整租,4室2厅,南,17500,五一广场
597,天佑大厦,整租,1室1厅,南,2000,晚报
598,华远华中心,整租,4室2厅,南/北,17500,五一广场
599,金福苑,整租,2室2厅,南/北,3500,东塘
600,顺天城,整租,1室0厅,东南,1208,浏城桥
601,三角花园星城,整租,4室2厅,南,5200,松桂园
602,时代先锋,整租,1室1厅,南,1298,四方坪
603,新城国际花都,整租,3室2厅,南,1800,望城区
604,湘华大厦,整租,1室0厅,东南,1098,晚报
605,天佑大厦,整租,1室1厅,南,2000,晚报
606,湘华大厦,整租,1室0厅,东南,998,晚报
607,金福苑,整租,2室2厅,南/北,3500,东塘
608,湘华大厦,整租,1室0厅,东南,1188,晚报
609,金塘家园,整租,3室2厅,东南,3200,汽车东站
610,湘华大厦,整租,1室0厅,东南,1108,晚报
611,明昇壹城,整租,1室1厅,南,1500,武广新城
612,印象天心,整租,1室0厅,南,1746,五一广场
613,世纪城映江苑,整租,3室2厅,南,2600,湘江世纪城
614,中建悦和城,整租,1室1厅,南,1500,开元路
615,明星村,整租,2室1厅,东南,2300,东塘
616,明发阅江悦府,整租,1室1厅,北,1300,金星北
617,碧桂园星荟,整租,1室1厅,南,1300,星沙其他
618,方略潇邦,整租,2室2厅,南,1400,泉塘
619,万科金色家园,整租,1室1厅,南/北,1500,韶山南路
620,苹果社区,整租,3室2厅,南,2200,汽车东站
621,中建悦和城,整租,1室1厅,东南,1600,开元路
622,保利恒伟时光印象,整租,1室1厅,南,1200,麓谷西
623,金昌花园,整租,3室2厅,南,2000,赤岗冲
624,名富公寓,整租,1室1厅,南/北,1450,伍家岭
625,绿地麓云国际,整租,5室2厅,东南,4800,东方红
626,名富公寓,整租,1室1厅,南,1666,伍家岭
627,鸿铭中心,整租,1室1厅,东南/南,1900,窑岭
628,卓越浅水湾,整租,1室1厅,南,1800,梅溪湖南岸
629,牡丹舸,整租,3室2厅,南,4200,梅溪湖北岸
630,筑梦佳园,整租,4室2厅,南,4100,开元路
631,楚天家园,整租,2室1厅,南,2000,开元路
632,东方新城,合租,4居室,南卧,1000,德政园
633,金侨风华府,整租,3室2厅,南,2500,麓谷西
634,东方新城,合租,4居室,南卧,860,德政园
635,荷花园众立小区,整租,3室2厅,南,2300,马王堆
636,华联花园,合租,5居室,南卧,798,晚报
637,嘉盛华庭,整租,2室2厅,南,2200,武广新城
638,珠江郦城薰衣道,合租,5居室,东卧,438,福元西路
639,麓谷小镇,整租,3室1厅,南/北,2600,麓谷西
640,才子佳苑,合租,5居室,北卧,558,四方坪
641,招商华发依云曦城,整租,3室1厅,南,2600,岳麓其他
642,科大佳园北苑,合租,5居室,北卧,598,四方坪
643,藏珑湖上国际花园,整租,1室1厅,东,1500,广电
644,顺天黄金海岸,合租,5居室,南卧,678,开福区政府
645,明大佳园,整租,1室0厅,北,1700,武广新城
646,保利天禧Mall,整租,1室1厅,西,1700,银盆岭
647,星典时代,整租,1室1厅,北,1700,晚报
648,东玺门,合租,5居室,南卧,1100,马王堆
649,苹果社区,整租,3室1厅,南,2100,汽车东站
650,智达佳园,整租,3室2厅,南/北,2100,岳麓其他
651,湘江豪庭,整租,4室2厅,复式,8000,开福区政府
652,万科森林公园,整租,4室2厅,南,4500,金星北
653,恒大雅苑,整租,3室2厅,南/北,2500,广电
654,保利麓谷林语F区,整租,5室2厅,复式,4000,麓谷西
655,上城星座,整租,1室1厅,东/东南,2680,窑岭
656,卓越中寰,整租,1室0厅,南,3000,滨江新城
657,碧桂园翘楚棠,整租,3室2厅,南,2100,万家丽北
658,鸿富大厦,整租,1室0厅,南,1448,浏城桥
659,双湾国际,整租,3室1厅,南/北,2400,金霞
660,明城国际中心,整租,1室1厅,南,1960,浏城桥
661,橄榄城,整租,3室2厅,北,2100,泉塘
662,东玺门,合租,5居室,南卧,1099,马王堆
663,中南汽车世界,整租,3室2厅,南,1500,中南汽车世界
664,天翼花园,合租,5居室,南卧,958,高桥
665,五矿万境水岸一期,整租,3室1厅,南,2300,喜盈门
666,顺天黄金海岸,合租,5居室,南卧,750,开福区政府
667,明城国际中心,整租,2室1厅,南,3500,浏城桥
668,银园公寓,合租,4居室,南卧,1050,火车站
669,苹果社区,整租,3室2厅,南/北,1800,汽车东站
670,盛德碧瑞庭,合租,5居室,南卧,700,铁道学院
671,苹果社区,整租,3室1厅,南/北,1800,汽车东站
672,百纳公寓,合租,4居室,南卧,950,马王堆
673,天麓尚层,整租,3室2厅,南,2600,雷锋大道
674,楚江华庭,合租,4居室,南卧,1000,河西人人乐
675,马王堆陶瓷建材新城,整租,3室1厅,南,1800,马王堆
676,碧桂园星荟,整租,1室1厅,南,1500,星沙其他
677,碧桂园星荟,整租,2室1厅,南,1500,星沙其他
678,芙蓉苑,合租,4居室,南卧,1000,晚报
679,复地星光天地,整租,1室1厅,南,1800,德思勤
680,万里时代广场,整租,3室2厅,南,2400,武广新城
681,新力铂园,整租,3室2厅,南/北,4500,南郊公园
682,凯乐湘园,合租,5居室,南卧,800,尚东
683,山水誉峰,整租,4室2厅,南,4000,桐梓坡
684,星典时代,合租,5居室,南卧,1000,晚报
685,金科时代中心,整租,1室1厅,南,1100,泉塘
686,恒丰佳星园,合租,5居室,南卧,750,左家塘
687,咸嘉花园,整租,3室2厅,南,2600,商学院
688,长房东郡,合租,4居室,南卧,800,德政园
689,映客龙湖璟翠公馆,整租,3室2厅,南,3500,洋湖垸
690,新桥小区,合租,4居室,南卧,900,马王堆
691,福晟翡翠湾,整租,2室1厅,南,3000,梅溪湖南岸
692,长房时代城,合租,3居室,南卧,1000,河西人人乐
693,美的麓府,整租,3室2厅,南,2800,麓谷西
694,银港水晶城,合租,4居室,南卧,1050,马王堆
695,咸嘉花园,整租,3室2厅,南,2600,商学院
696,富绿新村,合租,5居室,北卧,750,南郊公园
697,运达中央广场,整租,3室2厅,南/北,9000,武广新城
698,新桥小区,合租,4居室,南卧,700,马王堆
699,澳海谷山府,整租,4室2厅,东/南,2200,金星北
700,省机关事务局宿舍,合租,4居室,南卧,1050,东塘
701,碧桂园漓湘悦,整租,1室1厅,北,1400,泉塘
702,省机关事务局宿舍,合租,4居室,南卧,900,东塘
703,五矿万境水岸一期,整租,2室2厅,南,2300,喜盈门
704,长沙市花鼓戏剧院,合租,4居室,南卧,950,伍家岭
705,苹果社区,整租,3室2厅,东南,2200,汽车东站
706,长沙市国土局宿舍二院,整租,3室2厅,南,2700,晚报
707,万顺家园,整租,4室2厅,南,4000,浏城桥
708,金科园,合租,4居室,南卧,900,东塘
709,力高凤凰新天,整租,1室1厅,南,1600,金盆岭
710,新长海D1站,整租,1室1厅,南,1750,暮云
711,恒大珺悦府,整租,1室1厅,南,2000,马王堆
712,高桥长建市场,合租,4居室,北卧,800,左家塘
713,华瑞大厦,整租,1室1厅,南,2600,火车站
714,欧园小区,合租,5居室,南卧,850,黄土岭
715,金桥国际,整租,1室1厅,南,1000,望城区
716,福乐康城,合租,5居室,南卧,850,赤岗冲
717,未来蜂巢,整租,3室2厅,东南,1800,泉塘
718,永宏佳园,合租,4居室,北卧,999,书院路
719,三角花园星城,整租,4室2厅,南,5200,松桂园
720,永宏佳园,合租,4居室,南卧,999,书院路
721,金福苑,整租,2室2厅,南/北,3500,东塘
722,中联科技园,合租,5居室,南卧,900,桐梓坡
723,未来蜂巢,整租,3室2厅,东南,1800,泉塘
724,红叶山庄,合租,4居室,南卧,950,岳麓山北
725,华瑞大厦,整租,1室1厅,南,2600,火车站
726,瀚江府,整租,3室2厅,南,9000,北辰三角洲
727,三角花园星城,整租,4室2厅,南,5200,松桂园
728,华远华中心,整租,4室2厅,南,15000,五一广场
729,金塘家园,整租,3室2厅,东南,3200,汽车东站
730,华远华中心,整租,4室2厅,南,17500,五一广场
731,明昇壹城,整租,1室1厅,南,1500,武广新城
732,如果爱,整租,1室1厅,南,1458,四方坪
733,万科金色家园,整租,1室1厅,南/北,1500,韶山南路
734,万科城三期,整租,1室1厅,东,1308,福元西路
735,明星村,整租,2室1厅,东南,2300,东塘
736,明发阅江悦府,整租,1室1厅,北,1300,金星北
737,碧桂园星荟,整租,1室1厅,南,1300,星沙其他
738,伍家岭生活广场,整租,1室1厅,南,1468,四方坪
739,中建悦和城,整租,1室1厅,东南,1600,开元路
740,世纪城映江苑,整租,3室2厅,南,2600,湘江世纪城
741,中建悦和城,整租,1室1厅,南,1500,开元路
742,顺天城,整租,1室0厅,东南,1208,浏城桥
743,方略潇邦,整租,2室2厅,南,1400,泉塘
744,天心大厦,整租,1室1厅,南,1808,浏城桥
745,金昌花园,整租,3室2厅,南,2000,赤岗冲
746,建工集团宿舍,整租,1室1厅,LOFT,1888,浏城桥
747,保利恒伟时光印象,整租,1室1厅,南,1200,麓谷西
748,省纺织宿舍(中山路),整租,1室0厅,北,1200,松桂园
749,名富公寓,整租,1室1厅,南/北,1450,伍家岭
750,省纺织宿舍(中山路),整租,1室0厅,北,1388,松桂园
